Date,Zurich Insurance Group AG,Lonza Group AG,Givaudan SA,Swiss Life Holding AG,Geberit AG
2024-11-26,553.0,531.0,3883.0,719.4000244140625,521.7999877929688
2024-11-27,552.5999755859375,517.0,3880.0,717.7999877929688,523.7999877929688
2024-11-28,556.0,520.4000244140625,3868.0,721.5999755859375,525.2000122070312
2024-11-29,558.5999755859375,526.4000244140625,3881.0,721.7999877929688,530.4000244140625
2024-12-02,562.5999755859375,528.7999877929688,3903.0,724.4000244140625,534.0
2024-12-03,560.7999877929688,525.0,3908.0,690.4000244140625,545.5999755859375
2024-12-04,555.2000122070312,528.4000244140625,3907.0,686.0,552.7999877929688
2024-12-05,561.2000122070312,520.0,3914.0,692.7999877929688,545.0
2024-12-06,556.4000244140625,522.2000122070312,3948.0,691.0,547.0
2024-12-09,553.7999877929688,518.7999877929688,3902.0,689.0,545.5999755859375
2024-12-10,549.0,523.2000122070312,3972.0,683.2000122070312,539.2000122070312
2024-12-11,548.0,522.4000244140625,4040.0,691.7999877929688,547.7999877929688
2024-12-12,547.7999877929688,548.2000122070312,4041.0,687.2000122070312,547.0
2024-12-13,552.7999877929688,532.7999877929688,4021.0,693.5999755859375,538.2000122070312
2024-12-16,552.7999877929688,545.7999877929688,4035.0,689.2000122070312,538.0
2024-12-17,551.2000122070312,541.4000244140625,4061.0,692.0,533.7999877929688
2024-12-18,547.7999877929688,540.5999755859375,3961.0,689.0,528.5999755859375
2024-12-19,538.2000122070312,528.2000122070312,3907.0,689.4000244140625,516.5999755859375
2024-12-20,533.0,531.0,3917.0,688.4000244140625,514.2000122070312
2024-12-23,539.0,532.4000244140625,3949.0,696.5999755859375,512.2000122070312
2024-12-27,539.5999755859375,538.0,3982.0,697.4000244140625,517.0
2024-12-30,538.7999877929688,535.7999877929688,3966.0,699.5999755859375,514.5999755859375
